ticket_id,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10
634,13,21,31,36,43,46,49,51,57,66
635,9,11,14,22,23,31,33,47,51,59
636,2,5,9,16,24,29,36,45,47,49
637,4,8,15,19,23,26,32,33,37,43
638,2,9,10,23,25,29,30,34,43,49
639,2,6,17,27,28,31,38,39,57,65
640,5,15,16,20,23,28,39,40,47,57
641,5,7,18,42,45,48,52,63,65,68
642,1,19,26,31,35,38,40,41,50,51
643,2,5,11,20,22,26,32,33,57,68
644,13,16,20,30,35,42,56,57,60,61
645,16,20,21,24,28,29,34,44,60,66
646,4,9,12,16,17,19,35,42,57,62
647,6,9,27,30,34,37,58,62,64,70
648,6,9,16,17,21,41,44,53,62,67
649,8,18,27,35,37,42,46,67,68,69
650,3,10,14,15,16,26,27,33,48,55
651,11,12,17,27,29,32,44,59,64,67
652,2,11,13,25,31,34,35,53,65,67
653,6,9,19,24,26,36,37,39,40,43
654,2,9,12,20,23,35,37,47,61,62
655,2,33,34,38,40,41,44,49,50,66
656,1,4,17,42,43,46,50,61,64,67
657,14,15,17,19,21,37,44,51,59,63
658,14,20,24,32,34,37,39,44,56,59
659,3,5,18,32,34,37,42,46,67,70
660,7,15,16,34,37,40,53,56,62,65
661,5,12,13,22,25,37,45,59,64,68
662,1,2,11,24,31,54,60,66,67,68
663,1,8,13,19,27,29,41,54,59,66
664,17,21,32,44,49,53,60,61,66,67
665,16,17,21,30,32,36,44,53,54,69
666,5,18,19,25,38,51,52,58,64,67
667,4,7,9,10,11,20,26,33,34,46
668,2,3,17,39,50,52,58,59,62,68
669,3,4,7,11,16,17,25,51,52,54
670,3,5,8,19,35,40,45,52,58,63
671,5,9,10,26,39,40,42,45,58,61
672,1,28,30,31,37,44,47,53,55,57
673,8,9,10,14,29,30,45,49,57,70
674,15,18,29,32,35,42,50,53,58,59
675,4,9,21,24,40,42,53,56,60,69
676,1,8,10,29,46,54,59,61,63,70
677,2,15,16,19,23,25,39,56,63,70
678,3,5,8,14,30,34,40,41,45,50
679,13,16,20,26,33,36,40,47,53,60
680,9,13,19,21,23,24,44,45,56,61
681,4,11,12,14,25,41,55,64,65,70
682,5,7,14,30,34,38,40,41,57,58
683,1,5,11,17,25,31,37,44,50,69
684,19,25,27,39,41,42,43,55,63,68
685,4,12,15,17,21,32,40,44,53,57
686,8,15,17,23,29,34,49,51,63,67
687,2,5,30,41,47,52,54,63,65,66
688,7,12,27,32,33,41,54,55,61,70
689,9,14,18,37,50,61,64,67,68,70
690,1,13,24,28,32,42,48,54,57,63
691,5,39,44,47,54,58,60,63,64,70
692,6,10,20,23,26,31,35,56,57,61
693,3,10,29,33,34,44,47,62,66,68
694,4,11,19,29,34,35,48,49,54,66
695,1,10,11,13,17,20,41,55,57,59
696,5,14,17,22,23,24,32,35,37,61
697,2,9,10,20,22,27,36,39,53,69
698,2,3,6,14,21,26,33,45,53,69
699,7,14,33,35,42,50,52,53,54,56
700,18,19,23,24,28,37,39,45,54,69
701,7,10,12,18,20,29,36,47,64,67
702,1,3,5,22,25,28,34,40,45,60
703,10,13,17,21,25,27,28,36,41,65
704,7,8,12,15,16,21,30,54,63,66
705,7,19,31,33,34,42,47,52,56,58
706,2,8,21,32,39,43,46,47,66,68
707,1,17,21,22,30,37,42,50,52,54
708,9,21,28,32,34,44,47,56,61,70
709,1,2,11,30,34,54,58,59,64,67
710,5,14,18,24,33,40,46,48,52,59
711,29,31,32,34,35,54,55,56,59,70
712,6,10,13,18,21,31,32,56,61,62
713,1,6,11,13,17,20,38,41,59,66
714,2,5,17,18,38,40,44,46,49,54
715,8,9,12,13,16,18,35,36,46,55
716,2,8,16,17,18,29,41,42,53,54
717,16,23,24,25,38,43,49,50,58,59
718,7,14,20,31,39,44,45,55,56,68
719,14,23,27,29,31,37,46,47,54,67
720,7,26,27,33,39,49,52,58,60,66
721,5,22,26,28,31,44,45,47,58,67
722,4,5,6,9,17,28,35,58,63,64
723,6,18,19,28,39,47,51,53,58,61
724,1,5,16,17,29,30,32,38,41,59
725,7,10,27,31,32,49,52,54,62,70
726,12,18,22,25,39,42,43,44,50,70
727,8,12,24,30,41,46,59,62,65,67
728,18,21,22,27,34,45,50,61,67,70
729,6,8,17,18,29,31,47,54,60,66
730,11,12,13,21,24,28,44,57,62,64
731,1,7,8,20,33,42,49,61,62,66
732,10,27,28,33,46,58,63,64,66,69
733,8,13,16,24,36,37,50,60,64,65
734,4,7,13,38,39,44,51,53,61,66
735,11,18,23,28,29,40,50,63,67,69
736,2,4,15,20,31,39,46,50,51,58
737,4,7,9,10,41,49,50,54,59,70
738,12,16,21,24,27,28,31,41,65,69
739,3,16,20,31,34,36,40,51,63,65
740,1,10,13,18,24,28,36,42,44,45
741,1,8,18,22,27,34,35,44,47,64
742,5,20,32,35,37,42,44,48,65,69
743,2,3,9,11,14,18,32,34,57,64
744,5,17,19,31,33,34,44,52,62,69
745,3,16,22,23,24,29,33,48,53,62
746,7,11,13,14,24,50,52,54,56,59
747,1,16,33,45,48,50,54,60,62,65
748,8,10,11,26,28,35,41,42,45,60
749,3,10,11,33,34,35,37,38,46,53
750,8,10,17,18,26,27,30,35,38,43
751,21,23,31,32,33,38,39,45,62,66
752,4,8,9,15,32,43,53,62,63,69
753,5,21,23,35,36,37,44,53,56,70
754,11,13,18,32,34,37,38,41,61,67
755,2,9,26,30,32,36,41,57,62,69
756,22,41,48,50,53,59,62,64,67,68
757,17,19,20,30,35,37,39,50,52,55
758,8,10,12,17,25,28,31,32,55,67
759,5,12,16,25,29,34,41,45,48,54
760,14,25,27,28,29,40,46,52,53,70
761,1,5,13,29,41,46,59,61,65,70
762,2,18,19,25,34,41,55,58,61,65
763,2,4,6,36,42,49,56,57,59,60
764,2,4,8,9,32,38,43,44,56,62
765,1,11,23,35,57,62,63,64,68,70
766,1,4,5,7,15,20,34,42,63,70
767,17,20,31,39,41,42,44,47,66,67
768,2,24,42,45,46,50,51,58,63,64
769,3,13,28,29,35,44,50,54,61,68
770,32,40,47,48,49,50,61,63,65,69
771,2,14,25,30,37,43,45,51,52,61
772,4,6,7,17,24,34,41,43,50,54
773,5,9,13,17,27,32,39,41,44,55
774,3,5,6,8,19,21,22,31,45,61
775,5,19,23,25,31,34,36,37,38,50
776,14,15,17,28,30,35,40,47,62,63
777,9,10,11,13,18,42,45,60,61,64
778,4,9,16,17,41,46,47,52,54,70
779,4,6,10,27,31,37,41,42,63,66
780,3,11,22,26,28,32,44,54,57,65
781,3,13,14,21,22,36,37,55,57,67
782,3,5,11,29,32,40,44,49,57,65
783,5,10,11,38,50,57,60,63,65,69
784,18,24,25,29,38,42,51,55,66,68
785,3,22,26,31,38,44,51,57,64,67
786,1,3,22,30,32,37,40,42,62,67
787,2,11,17,33,38,39,51,53,55,58
788,18,26,27,45,57,59,61,66,68,70
789,7,8,12,20,22,39,41,42,63,67
790,3,12,18,23,29,30,31,41,52,53
791,12,19,20,24,30,36,43,53,58,59
792,5,8,23,26,27,33,45,57,58,62
793,4,8,14,20,24,43,45,52,57,67
794,2,12,16,27,44,56,58,62,67,68
795,10,13,19,29,36,39,44,57,61,65
796,5,7,10,13,25,34,40,41,58,59
797,2,3,6,30,31,44,45,50,53,66
798,10,14,27,30,33,39,56,59,61,70
799,2,15,22,30,33,34,37,45,46,54
800,2,3,4,16,19,29,49,50,60,69
801,9,14,16,25,29,34,39,42,52,62
802,2,7,15,29,35,38,40,41,51,65
803,4,8,9,21,22,32,34,46,60,69
804,1,8,13,23,27,28,34,36,54,57
805,1,8,13,17,34,37,47,48,54,59
806,3,14,18,45,46,48,58,61,67,70
807,10,16,20,21,27,30,36,39,43,70
808,4,9,21,23,24,35,36,37,46,69
809,13,14,21,39,40,43,47,49,63,65
810,1,3,27,34,48,49,51,52,62,66
811,3,18,19,30,35,39,44,51,52,67
812,8,20,34,36,37,44,51,60,68,70
813,19,29,34,39,40,49,51,57,59,61
814,3,7,8,15,18,27,30,42,47,52
815,6,15,19,20,35,46,52,53,57,59
816,1,6,9,14,17,19,40,46,51,65
817,4,13,14,22,24,34,38,41,56,63
818,15,16,27,28,44,46,52,56,65,66
819,4,32,38,50,51,52,55,65,69,70
820,6,9,11,14,21,35,37,47,64,67
821,3,12,30,31,38,46,48,67,68,70
822,1,9,25,30,39,42,43,68,69,70
823,6,10,17,37,43,45,58,61,63,66
824,4,6,14,21,24,28,37,41,48,54
825,6,10,14,27,31,49,51,59,61,65
826,3,4,5,10,20,34,39,46,49,63
827,4,6,7,9,10,31,47,48,68,69
828,1,3,14,25,33,34,39,47,51,60
829,3,8,10,17,21,25,27,31,55,65
830,8,10,22,26,27,34,39,43,61,64
831,3,22,23,26,43,49,53,54,61,66
832,7,13,22,24,28,35,39,50,66,67
833,3,5,6,8,13,15,22,26,37,51
834,23,34,35,36,39,46,47,53,58,66
835,1,14,19,26,27,29,47,49,52,55
836,10,12,21,31,42,57,58,60,64,70
837,11,18,23,37,45,47,49,50,60,65
838,2,3,14,15,22,60,62,63,65,70
839,4,15,24,27,30,33,42,56,57,68
840,9,10,16,20,50,53,56,58,60,65
841,4,8,16,17,30,34,36,38,41,68
842,7,15,23,33,41,45,46,51,52,67
843,5,18,31,41,44,46,51,53,64,70
844,3,8,22,25,41,42,43,58,67,70
845,3,19,21,24,28,42,43,49,56,69
846,5,7,16,23,36,39,44,45,55,61
847,5,11,25,34,36,39,42,67,69,70
848,6,8,13,17,27,28,46,47,58,67
849,7,9,12,14,15,26,45,47,69,70
850,1,6,17,35,36,44,54,57,61,64
851,17,22,23,26,50,53,54,58,63,69
852,1,6,18,19,44,49,59,63,66,69
853,2,17,18,19,24,34,38,40,41,46
854,7,10,20,25,34,39,40,45,60,66
855,2,3,14,32,45,51,54,58,62,67
856,40,42,47,51,52,57,58,60,61,65
857,2,8,9,16,17,27,49,68,69,70
858,12,13,17,19,34,41,55,61,63,68
859,2,3,5,25,28,30,34,39,45,67
860,1,8,18,28,29,41,48,52,54,66
861,1,3,6,14,17,19,27,28,39,55
862,3,9,24,37,42,43,48,53,60,67
863,6,17,18,20,26,31,39,42,45,61
864,8,14,16,18,20,32,38,47,54,67
865,2,8,15,20,24,25,27,46,49,63
866,12,13,14,15,30,46,50,52,60,68
867,27,29,30,32,45,46,52,53,67,70
868,4,7,8,13,25,32,45,56,58,63
869,9,16,22,28,32,33,40,52,63,67
870,10,13,26,27,40,42,45,47,61,70
871,3,13,17,37,41,46,51,54,58,67
872,3,22,26,31,34,44,45,50,62,68
873,11,27,31,35,37,42,53,58,64,68
874,5,6,16,33,45,55,59,61,65,70
875,2,10,26,34,42,45,46,50,58,62
876,3,5,10,12,35,38,44,49,66,68
877,5,7,21,22,27,30,34,41,45,64
878,2,8,13,15,16,29,40,42,43,49
879,10,18,24,27,33,35,40,44,46,50
880,2,4,8,16,19,20,38,61,67,69
881,4,8,9,20,29,33,41,54,62,67
882,3,10,16,32,33,34,48,63,66,69
883,7,13,14,22,26,31,43,47,55,70
884,2,6,11,22,47,50,62,66,67,70
885,17,19,23,43,46,48,49,52,55,66
886,10,16,22,35,41,46,48,53,60,62
887,9,21,24,27,32,39,43,45,56,69
888,2,3,15,23,25,40,49,60,61,67
889,1,7,10,17,23,46,58,59,62,66
890,9,19,24,27,45,49,53,57,59,61
891,6,7,11,14,29,41,43,52,67,69
892,17,26,37,39,42,43,50,55,58,66
893,3,4,7,13,28,32,57,65,69,70
894,7,8,10,23,24,26,36,50,60,67
895,2,3,11,17,29,30,32,35,47,54
896,6,33,34,41,43,48,53,56,62,69
897,8,12,18,45,46,48,52,60,62,64
898,1,7,15,19,21,23,40,45,62,68
899,4,7,8,9,18,42,46,47,62,69
900,11,15,24,27,32,37,39,45,46,59
901,6,20,22,37,44,48,53,59,67,68
902,10,13,17,18,20,23,36,40,52,58
903,2,13,14,18,19,34,43,49,57,70
904,4,20,25,29,32,37,39,49,51,54
905,2,3,24,38,47,54,56,59,61,66
906,17,28,32,38,41,44,53,59,68,70
907,5,16,17,23,44,47,49,54,57,67
908,8,16,17,22,34,38,44,48,51,55
909,7,13,24,25,30,39,40,48,67,69
910,3,13,21,22,24,31,34,53,57,68
911,10,22,33,36,39,43,47,48,52,66
912,8,14,24,44,48,58,61,62,63,65
913,3,7,15,18,25,31,34,35,44,64
914,13,14,20,34,37,54,59,62,67,70
915,3,11,13,26,28,53,55,60,61,67
916,16,18,20,22,26,34,36,46,53,55
917,8,10,15,26,29,32,45,54,56,57
918,12,16,22,28,38,39,44,48,50,68
919,3,13,14,27,30,32,33,50,61,65
920,10,12,13,22,25,26,27,44,47,53
921,9,10,20,24,40,41,53,56,63,68
922,4,16,18,30,39,40,51,61,67,68
923,7,9,14,31,34,54,59,60,62,67
924,1,19,39,46,47,56,57,60,62,64
925,8,12,24,31,35,37,40,41,42,56
926,9,15,17,35,43,46,56,61,67,69
927,2,3,20,24,30,34,37,43,45,53
928,1,4,15,16,32,39,47,57,58,70
929,11,19,22,25,34,36,38,41,50,61
930,8,27,36,37,42,44,52,53,55,56
931,2,3,13,22,34,39,52,53,57,64
932,4,8,16,21,39,54,63,64,66,70
933,3,4,17,26,29,32,34,44,53,70
934,8,26,29,38,39,43,49,62,64,69
935,3,9,35,37,43,59,61,62,66,70
936,1,4,8,20,26,30,38,45,64,70
937,7,10,24,54,56,58,59,64,69,70
938,2,16,22,24,27,31,36,47,64,68
939,1,11,23,27,42,43,46,56,58,62
940,5,27,32,35,37,45,60,65,67,68
941,1,9,17,18,20,27,56,59,60,70
942,10,19,24,31,46,52,53,59,61,69
943,6,8,10,18,37,39,49,56,59,61
944,2,3,9,19,27,33,45,47,50,52
945,11,19,28,32,43,44,57,60,61,62
946,11,27,33,36,51,58,61,63,64,67
947,10,12,17,19,21,24,37,41,45,48
948,2,4,11,16,21,25,28,31,32,58
949,2,10,21,23,27,31,34,36,47,58
950,14,20,23,25,26,34,44,46,52,58
951,2,8,10,21,22,30,33,34,39,49
952,9,21,24,30,51,53,54,60,66,70
953,2,4,7,15,27,33,41,49,58,69
954,13,20,28,30,32,34,35,36,50,67
955,3,22,26,40,42,45,52,53,57,67
956,2,15,24,31,32,34,38,40,46,58
957,12,34,37,38,39,49,51,58,59,65
958,3,5,12,19,22,30,37,38,48,63
959,2,24,31,33,39,43,49,54,56,63
960,2,15,17,28,31,33,51,52,60,63
961,7,10,16,21,24,36,43,49,53,68
962,5,17,27,31,36,42,44,60,61,65
963,12,13,20,21,37,56,60,65,68,69
964,1,13,17,24,26,29,35,43,61,63
965,2,5,7,16,26,35,43,44,58,70
966,6,30,40,41,43,44,47,48,55,68
967,2,10,11,23,25,26,38,40,51,59
968,2,3,6,14,26,34,40,42,56,67
969,17,20,21,36,41,43,55,56,58,63
970,3,8,10,16,23,30,33,38,48,66
971,16,19,29,35,45,46,54,59,65,68
972,4,15,17,21,29,37,60,61,65,69
973,1,3,4,9,34,37,53,59,60,63
974,11,14,15,17,19,26,33,37,48,63
975,12,17,20,28,40,43,55,66,67,69
976,4,16,20,22,26,27,28,44,64,66
977,1,14,43,46,47,54,58,61,65,69
978,9,15,27,28,30,36,40,44,50,61
979,1,12,14,15,31,33,35,49,64,66
980,23,27,43,44,48,50,52,63,64,66
981,13,17,18,30,35,37,45,57,59,70
982,6,9,11,32,33,41,43,49,61,65
983,9,10,16,24,26,30,37,40,50,51
984,2,3,17,22,29,34,40,42,47,66
985,2,3,15,16,22,27,50,55,60,65
986,2,5,17,18,19,29,34,36,40,70
987,2,3,26,31,46,47,54,55,63,68
988,3,12,25,40,44,50,51,54,56,58
989,7,13,17,18,26,36,45,55,57,59
990,2,4,22,24,31,41,42,49,51,58
991,15,34,37,43,48,50,51,53,65,69
992,2,4,5,9,15,18,22,26,36,66
993,14,18,29,39,45,50,57,62,64,70
994,2,8,18,29,34,36,49,50,53,56
995,3,11,12,13,14,32,33,35,40,66
996,8,14,17,18,29,30,47,49,51,61
997,10,12,29,38,39,50,56,58,62,70
998,1,5,16,31,35,47,52,53,64,65
999,1,8,12,15,22,28,31,32,33,57
1000,8,13,14,21,36,43,55,57,61,64
1001,4,6,23,27,39,41,43,62,67,69
1002,1,5,9,14,16,24,41,44,52,59
1003,6,7,10,13,33,38,39,41,60,68
1004,12,16,18,20,35,42,48,60,62,68
1005,3,18,24,30,33,35,37,54,61,67
1006,1,9,12,25,27,28,32,39,48,53
1007,12,13,31,34,36,42,43,48,49,53
1008,3,5,10,14,31,47,48,57,59,65
1009,11,14,26,28,35,47,48,50,51,56
1010,3,8,19,23,24,29,30,31,51,55
1011,6,20,28,32,39,44,48,54,62,68
1012,14,16,21,23,28,44,47,54,64,66
1013,13,14,18,22,34,51,54,55,56,67
1014,5,11,18,31,33,38,46,48,51,70
1015,6,9,18,19,25,33,50,56,58,61
1016,2,3,7,8,26,31,37,45,49,57
1017,5,6,25,26,35,38,41,54,63,68
1018,15,17,22,33,38,40,46,56,66,69
1019,2,5,10,11,22,23,35,42,44,54
1020,24,25,29,38,39,43,51,53,54,59
1021,7,15,28,29,30,49,53,60,66,68
1022,2,5,16,25,26,38,46,60,63,69
1023,2,7,44,46,48,49,55,57,59,69
1024,1,8,22,24,25,34,36,40,63,64
1025,1,6,9,11,18,36,37,45,62,70
1026,1,2,9,10,23,37,45,47,53,70
1027,7,11,20,31,55,56,57,63,66,69
1028,2,5,7,23,28,40,42,50,61,63
1029,17,28,30,37,46,47,60,64,65,69
1030,11,13,25,27,33,35,45,59,68,70
1031,12,14,24,37,40,42,47,48,53,70
1032,1,2,8,24,29,30,35,40,61,62
1033,4,6,11,23,27,43,49,53,60,66
1034,1,4,13,23,32,38,46,51,61,62
1035,2,7,19,24,25,29,33,35,56,61
1036,4,5,16,18,23,25,39,47,60,70
1037,10,12,21,23,46,53,57,60,66,70
1038,3,17,21,22,23,32,48,49,52,60
1039,9,10,28,35,36,37,38,59,60,65
1040,4,11,31,42,46,53,55,57,61,64
1041,3,4,11,27,35,48,55,63,64,70
1042,5,11,23,24,25,29,34,40,65,66
1043,1,3,4,9,24,42,54,58,59,68
1044,8,10,29,33,46,50,52,53,61,64
1045,18,19,31,32,38,44,48,61,64,65
1046,6,18,19,36,43,53,55,58,59,60
1047,1,25,27,34,39,44,46,59,63,68
1048,12,13,29,31,33,35,52,53,57,60
1049,9,11,22,26,27,42,44,57,66,68
1050,3,4,6,30,35,61,63,64,67,68
1051,4,7,13,28,31,42,58,60,62,68
1052,4,15,26,29,44,45,49,53,60,64
1053,1,2,10,13,30,34,38,54,68,69
1054,2,23,27,41,43,45,59,61,62,67
1055,15,20,29,42,47,49,52,53,60,62
1056,3,26,38,42,48,50,58,59,62,63
1057,4,7,10,21,25,32,33,43,49,59
1058,5,24,32,35,37,40,45,56,58,67
1059,11,14,25,47,48,49,51,53,58,69
1060,19,29,30,42,44,49,59,61,63,64
1061,4,6,12,19,22,27,53,55,58,60
1062,2,3,11,14,22,23,31,45,51,64
1063,1,2,4,8,16,17,22,41,63,65
1064,2,6,7,10,15,29,32,51,63,65
1065,3,7,10,23,35,56,60,67,69,70
1066,5,9,15,18,20,49,51,55,61,67
1067,8,9,16,25,27,32,43,49,60,62
1068,2,22,27,30,33,40,41,42,44,46
1069,2,4,18,26,37,39,54,55,62,68
1070,2,11,21,28,47,51,64,65,67,69
1071,2,6,13,14,18,32,43,46,50,51
1072,1,12,17,18,28,29,47,52,55,70
1073,3,8,17,37,38,40,41,56,62,66
1074,6,10,15,36,41,47,60,63,64,65
1075,2,11,15,20,24,46,52,57,64,66
1076,1,3,5,30,36,41,48,50,56,59
1077,3,6,10,11,13,18,20,33,39,66
1078,2,6,8,15,22,35,38,54,56,65
1079,13,14,24,25,28,34,41,50,55,67
1080,5,7,23,30,37,40,45,53,57,60
1081,2,11,16,27,48,59,63,65,67,69
1082,2,10,21,28,39,42,44,45,52,66
1083,3,5,6,7,8,12,40,42,58,69
1084,6,18,24,26,31,41,42,55,59,61
1085,1,11,12,20,26,30,36,43,50,58
1086,7,8,10,29,49,56,57,61,64,66
1087,2,7,12,13,20,29,43,44,59,60
1088,6,11,15,16,21,24,37,41,50,65
1089,3,7,21,23,33,36,40,47,58,70
1090,18,27,31,32,35,48,49,50,51,57
1091,2,6,21,22,29,31,33,52,54,63
1092,9,20,22,25,30,35,52,57,59,60
1093,20,24,32,33,34,38,39,43,44,53
1094,1,28,38,40,48,49,51,52,58,70
1095,9,17,28,36,42,47,48,55,59,60
1096,2,4,20,29,32,34,38,48,56,61
1097,5,13,14,35,36,42,49,53,60,70
1098,6,21,30,31,39,43,47,55,59,62
1099,2,12,19,22,31,35,37,41,45,69
1100,14,17,18,29,32,50,51,52,58,65
1101,4,6,9,22,25,43,47,54,58,68
1102,10,14,15,26,29,30,40,46,48,66
1103,3,5,8,11,19,22,23,65,69,70
1104,16,22,24,26,47,48,57,58,60,66
1105,7,31,36,37,45,50,60,64,66,70
1106,3,5,6,43,47,49,55,64,68,69
